Date,Client_ID,Industry,Project_Type,Consultant_Level,Region,Hours_Billed,Hourly_Rate,Revenue,Cost,Profit
2023-03-04,C7342,Retail,Audit,Principal,Africa,199,327,65073,29282.85,35790.15
2023-08-30,C8803,Technology,Strategy,Principal,North America,93,263,24459,11006.55,13452.45
2024-05-29,C9467,Retail,Operations,Mid,North America,163,112,18256,10040.8,8215.2
2024-04-04,C3832,Healthcare,Data Analytics,Mid,Europe,119,131,15589,8573.95,7015.05
2023-02-13,C7936,Finance,Audit,Mid,Europe,182,103,18746,10310.3,8435.7
2024-09-01,C5225,Technology,Strategy,Junior,Middle East,133,68,9044,5426.4,3617.6
2024-07-23,C7510,Retail,Digital Transformation,Senior,Africa,175,230,40250,20125,20125
2024-04-14,C1202,Government,Operations,Principal,North America,18,338,6084,2737.8,3346.2
2024-02-29,C3451,Healthcare,Operations,Junior,North America,151,60,9060,5436,3624
2024-07-30,C2654,Technology,Operations,Senior,Middle East,50,217,10850,5425,5425
2023-09-28,C7275,Government,Audit,Principal,North America,11,265,2915,1311.75,1603.25
2023-06-26,C5512,Energy,Data Analytics,Principal,North America,71,260,18460,8307,10153
2024-02-10,C6431,Government,Data Analytics,Junior,Middle East,73,70,5110,3066,2044
2023-10-03,C7102,Finance,Digital Transformation,Senior,Asia,29,193,5597,2798.5,2798.5
2023-10-15,C9054,Government,Strategy,Mid,Europe,77,106,8162,4489.1,3672.9
2023-11-04,C8259,Technology,Digital Transformation,Principal,Africa,17,325,5525,2486.25,3038.75
2024-10-23,C2462,Healthcare,Audit,Mid,Middle East,191,135,25785,14181.75,11603.25
2024-05-11,C9462,Technology,Strategy,Mid,North America,114,115,13110,7210.5,5899.5
2023-11-15,C9303,Energy,Data Analytics,Junior,Europe,159,89,14151,8490.6,5660.4
2023-07-17,C4288,Finance,Data Analytics,Junior,Middle East,29,78,2262,1357.2,904.8
2023-02-21,C6904,Government,Data Analytics,Senior,Asia,101,171,17271,8635.5,8635.5
2024-04-20,C9275,Energy,Strategy,Junior,Europe,182,52,9464,5678.4,3785.6
2024-01-17,C9008,Retail,Audit,Mid,Middle East,192,97,18624,10243.2,8380.8
2024-08-23,C6730,Technology,Data Analytics,Senior,North America,162,210,34020,17010,17010
2023-10-19,C1449,Energy,Strategy,Mid,Africa,15,116,1740,957,783
2023-08-08,C4626,Government,Data Analytics,Mid,Asia,115,146,16790,9234.5,7555.5
2024-10-29,C7709,Retail,Strategy,Junior,Middle East,108,89,9612,5767.2,3844.8
2023-05-16,C3837,Retail,Strategy,Mid,Asia,65,127,8255,4540.25,3714.75
2024-09-14,C6004,Government,Digital Transformation,Principal,Middle East,122,373,45506,20477.7,25028.3
2023-12-24,C8520,Technology,Data Analytics,Principal,Asia,106,311,32966,14834.7,18131.3
2024-11-24,C9530,Retail,Audit,Junior,North America,115,58,6670,4002,2668
2024-06-07,C7131,Retail,Operations,Senior,Asia,50,170,8500,4250,4250
2024-12-01,C2771,Energy,Strategy,Senior,Asia,68,190,12920,6460,6460
2024-10-17,C6327,Technology,Digital Transformation,Senior,Europe,150,168,25200,12600,12600
2023-06-03,C9475,Healthcare,Strategy,Principal,Asia,86,325,27950,12577.5,15372.5
2024-11-28,C3292,Government,Strategy,Principal,Asia,81,294,23814,10716.3,13097.7
2023-09-23,C7857,Energy,Audit,Junior,Africa,99,88,8712,5227.2,3484.8
2024-12-26,C4111,Technology,Data Analytics,Principal,Asia,162,333,53946,24275.7,29670.3
2024-06-03,C5918,Healthcare,Operations,Mid,Asia,91,91,8281,4554.55,3726.45
2023-04-10,C8713,Healthcare,Digital Transformation,Mid,Asia,173,126,21798,11988.9,9809.1
2024-11-01,C2463,Healthcare,Digital Transformation,Mid,Asia,122,101,12322,6777.1,5544.9
2024-03-06,C6428,Technology,Digital Transformation,Senior,Middle East,176,223,39248,19624,19624
2023-05-01,C8709,Finance,Operations,Junior,Middle East,84,62,5208,3124.8,2083.2
2023-07-19,C9199,Finance,Audit,Senior,Middle East,127,188,23876,11938,11938
2023-02-25,C3470,Healthcare,Data Analytics,Senior,Middle East,12,176,2112,1056,1056
2024-08-06,C8496,Healthcare,Digital Transformation,Mid,North America,11,127,1397,768.35,628.65
2024-05-14,C6449,Government,Data Analytics,Senior,North America,103,230,23690,11845,11845
2023-01-05,C8406,Technology,Data Analytics,Mid,Africa,172,144,24768,13622.4,11145.6
2023-06-12,C9021,Finance,Data Analytics,Principal,Middle East,71,287,20377,9169.65,11207.35
2024-02-18,C8029,Energy,Audit,Junior,North America,37,70,2590,1554,1036
2024-06-30,C4267,Government,Digital Transformation,Junior,Asia,182,58,10556,6333.6,4222.4
2024-06-27,C4122,Finance,Strategy,Mid,Europe,107,92,9844,5414.2,4429.8
2024-12-11,C6641,Technology,Data Analytics,Junior,Middle East,50,72,3600,2160,1440
2024-05-30,C6015,Healthcare,Strategy,Junior,Asia,169,85,14365,8619,5746
2023-10-25,C8469,Government,Operations,Senior,Middle East,193,156,30108,15054,15054
2024-12-04,C3192,Technology,Audit,Senior,Europe,74,169,12506,6253,6253
2023-06-18,C7609,Finance,Data Analytics,Mid,Europe,166,149,24734,13603.7,11130.3
2023-08-05,C1359,Retail,Operations,Mid,North America,148,94,13912,7651.6,6260.4
2024-01-11,C1612,Energy,Digital Transformation,Junior,Africa,193,61,11773,7063.8,4709.2
2023-02-19,C2771,Government,Strategy,Junior,North America,141,54,7614,4568.4,3045.6
2024-03-02,C8279,Energy,Strategy,Senior,Middle East,84,176,14784,7392,7392
2024-12-19,C3508,Healthcare,Strategy,Senior,Middle East,60,164,9840,4920,4920
2024-11-08,C2654,Government,Operations,Senior,Africa,179,186,33294,16647,16647
2024-09-12,C3247,Energy,Strategy,Junior,Asia,110,84,9240,5544,3696
2023-04-27,C2741,Energy,Data Analytics,Mid,Asia,122,102,12444,6844.2,5599.8
2024-06-19,C4304,Technology,Audit,Senior,Europe,154,171,26334,13167,13167
2023-02-10,C9980,Energy,Data Analytics,Principal,Asia,78,390,30420,13689,16731
2023-08-29,C1044,Finance,Strategy,Junior,Africa,171,71,12141,7284.6,4856.4
2024-11-16,C9095,Healthcare,Strategy,Junior,North America,51,83,4233,2539.8,1693.2
2023-09-20,C4787,Energy,Digital Transformation,Senior,Middle East,183,160,29280,14640,14640
2023-02-21,C2635,Healthcare,Strategy,Senior,Asia,77,212,16324,8162,8162
2024-11-24,C6123,Energy,Strategy,Junior,North America,134,84,11256,6753.6,4502.4
2023-01-10,C3267,Government,Data Analytics,Senior,Asia,188,231,43428,21714,21714
2024-03-24,C5395,Government,Strategy,Senior,Asia,161,234,37674,18837,18837
2023-07-07,C2865,Energy,Audit,Principal,Asia,37,367,13579,6110.55,7468.45
2024-01-30,C8835,Energy,Data Analytics,Junior,Europe,156,76,11856,7113.6,4742.4
2024-12-13,C1960,Healthcare,Strategy,Principal,Africa,63,388,24444,10999.8,13444.2
2024-05-09,C8178,Healthcare,Operations,Principal,Asia,14,295,4130,1858.5,2271.5
2024-09-18,C1472,Government,Data Analytics,Principal,Middle East,21,297,6237,2806.65,3430.35
2023-04-26,C7738,Energy,Strategy,Junior,Asia,117,81,9477,5686.2,3790.8
2024-11-01,C6148,Finance,Operations,Mid,Asia,84,113,9492,5220.6,4271.4
2024-06-15,C9570,Government,Operations,Junior,Middle East,164,60,9840,5904,3936
2024-11-08,C5072,Energy,Digital Transformation,Principal,Europe,101,297,29997,13498.65,16498.35
2024-07-25,C1894,Finance,Data Analytics,Principal,Middle East,82,330,27060,12177,14883
2023-06-19,C2226,Energy,Digital Transformation,Mid,Asia,90,121,10890,5989.5,4900.5
2023-10-12,C1824,Retail,Data Analytics,Principal,Middle East,72,318,22896,10303.2,12592.8
2023-08-29,C2291,Energy,Audit,Principal,North America,22,363,7986,3593.7,4392.3
2024-05-25,C8324,Technology,Strategy,Principal,North America,31,316,9796,4408.2,5387.8
2023-04-16,C7609,Energy,Strategy,Junior,North America,63,59,3717,2230.2,1486.8
2024-09-10,C5990,Retail,Operations,Mid,Middle East,30,101,3030,1666.5,1363.5
2023-12-16,C6953,Finance,Data Analytics,Principal,Asia,193,296,57128,25707.6,31420.4
2024-07-27,C8751,Government,Digital Transformation,Principal,North America,172,275,47300,21285,26015
2023-04-10,C4633,Finance,Digital Transformation,Senior,Asia,122,179,21838,10919,10919
2024-07-14,C9552,Technology,Strategy,Junior,Europe,76,50,3800,2280,1520
2024-05-19,C3301,Government,Audit,Junior,Asia,10,64,640,384,256
2024-09-17,C4209,Healthcare,Strategy,Principal,Europe,142,284,40328,18147.6,22180.4
2024-04-13,C4122,Government,Digital Transformation,Junior,Middle East,113,72,8136,4881.6,3254.4
2023-02-17,C3018,Energy,Audit,Mid,Middle East,13,120,1560,858,702
2023-01-05,C9689,Government,Strategy,Principal,Africa,81,283,22923,10315.35,12607.65
2024-05-09,C9328,Healthcare,Operations,Mid,Europe,54,148,7992,4395.6,3596.4
2023-04-17,C7347,Government,Operations,Senior,Africa,177,183,32391,16195.5,16195.5
2024-01-29,C7859,Retail,Data Analytics,Senior,Middle East,153,215,32895,16447.5,16447.5
2023-12-18,C5819,Energy,Data Analytics,Mid,Middle East,193,149,28757,15816.35,12940.65
2024-09-08,C9393,Technology,Operations,Senior,Africa,145,204,29580,14790,14790
2024-10-09,C4560,Healthcare,Data Analytics,Senior,Asia,127,202,25654,12827,12827
2024-11-19,C3173,Government,Data Analytics,Senior,North America,74,179,13246,6623,6623
2023-12-27,C8870,Retail,Operations,Principal,Africa,30,306,9180,4131,5049
2023-10-20,C7920,Finance,Operations,Junior,North America,34,71,2414,1448.4,965.6
2024-01-26,C3381,Finance,Strategy,Mid,Asia,41,99,4059,2232.45,1826.55
2023-06-14,C5695,Government,Digital Transformation,Mid,North America,61,121,7381,4059.55,3321.45
2024-12-08,C5835,Healthcare,Operations,Junior,Asia,62,73,4526,2715.6,1810.4
2024-04-08,C2679,Retail,Operations,Mid,Africa,13,148,1924,1058.2,865.8
2024-02-03,C4892,Retail,Digital Transformation,Junior,Middle East,21,80,1680,1008,672
2024-02-01,C7825,Government,Digital Transformation,Junior,North America,107,60,6420,3852,2568
2023-09-15,C4327,Retail,Audit,Mid,Asia,88,138,12144,6679.2,5464.8
2024-08-25,C9955,Government,Operations,Mid,Europe,105,127,13335,7334.25,6000.75
2023-10-29,C8353,Healthcare,Strategy,Mid,Europe,97,130,12610,6935.5,5674.5
2024-06-10,C2955,Energy,Strategy,Principal,Asia,181,370,66970,30136.5,36833.5
2024-07-23,C5329,Healthcare,Data Analytics,Senior,North America,74,176,13024,6512,6512
2023-12-05,C8640,Government,Data Analytics,Junior,Europe,91,64,5824,3494.4,2329.6
2023-11-27,C1833,Government,Operations,Senior,Middle East,186,205,38130,19065,19065
2024-08-09,C6866,Finance,Digital Transformation,Mid,Europe,195,115,22425,12333.75,10091.25
2024-06-17,C2117,Retail,Data Analytics,Principal,Africa,129,398,51342,23103.9,28238.1
2024-07-03,C7609,Finance,Digital Transformation,Mid,Europe,22,122,2684,1476.2,1207.8
2024-11-10,C6437,Technology,Digital Transformation,Senior,Europe,20,196,3920,1960,1960
2024-09-25,C9691,Energy,Operations,Junior,North America,103,58,5974,3584.4,2389.6
2024-11-15,C6668,Energy,Data Analytics,Mid,North America,46,126,5796,3187.8,2608.2
2024-11-29,C6258,Energy,Strategy,Principal,Asia,37,354,13098,5894.1,7203.9
2024-07-07,C5633,Finance,Operations,Senior,Africa,133,162,21546,10773,10773
2024-06-04,C8300,Energy,Strategy,Senior,Europe,109,165,17985,8992.5,8992.5
2023-11-25,C9419,Finance,Strategy,Mid,Africa,82,100,8200,4510,3690
2024-06-30,C1120,Government,Strategy,Mid,Europe,118,134,15812,8696.6,7115.4
2024-12-02,C7950,Finance,Data Analytics,Principal,North America,17,252,4284,1927.8,2356.2
2024-12-03,C3519,Finance,Audit,Senior,North America,37,193,7141,3570.5,3570.5
2023-03-31,C2200,Finance,Data Analytics,Senior,Africa,37,203,7511,3755.5,3755.5
2023-03-14,C4729,Technology,Audit,Principal,Middle East,109,262,28558,12851.1,15706.9
2024-10-07,C7626,Energy,Digital Transformation,Junior,Middle East,66,59,3894,2336.4,1557.6
2024-11-20,C2938,Retail,Strategy,Junior,Africa,62,59,3658,2194.8,1463.2
2023-02-16,C2189,Technology,Operations,Junior,Asia,33,51,1683,1009.8,673.2
2024-12-03,C5937,Retail,Strategy,Senior,Middle East,151,174,26274,13137,13137
2024-01-26,C7473,Government,Strategy,Principal,Europe,120,365,43800,19710,24090
2024-06-30,C4602,Healthcare,Audit,Senior,Europe,33,174,5742,2871,2871
2023-11-02,C7113,Finance,Operations,Mid,North America,197,127,25019,13760.45,11258.55
2023-02-12,C1082,Retail,Operations,Principal,Africa,128,353,45184,20332.8,24851.2
2024-07-14,C2394,Technology,Data Analytics,Senior,Europe,101,202,20402,10201,10201
2024-02-27,C9397,Healthcare,Data Analytics,Mid,Europe,144,121,17424,9583.2,7840.8
2024-09-23,C5140,Healthcare,Strategy,Mid,Africa,64,141,9024,4963.2,4060.8
2023-02-25,C9992,Energy,Operations,Junior,Asia,21,65,1365,819,546
2024-11-18,C2103,Technology,Strategy,Mid,Africa,144,136,19584,10771.2,8812.8
2024-05-13,C6420,Technology,Data Analytics,Mid,North America,17,112,1904,1047.2,856.8
2023-10-19,C2143,Healthcare,Digital Transformation,Principal,Middle East,68,347,23596,10618.2,12977.8
2023-12-03,C6008,Government,Operations,Mid,Africa,165,104,17160,9438,7722
2024-08-03,C6971,Technology,Audit,Mid,North America,99,98,9702,5336.1,4365.9
2023-11-17,C5033,Healthcare,Audit,Senior,Asia,105,224,23520,11760,11760
2023-05-18,C6432,Energy,Audit,Principal,Asia,41,308,12628,5682.6,6945.4
2023-11-09,C8978,Retail,Strategy,Mid,Africa,99,131,12969,7132.95,5836.05
2023-03-25,C5597,Healthcare,Operations,Mid,Asia,34,148,5032,2767.6,2264.4
2024-10-03,C2252,Government,Strategy,Junior,Africa,20,62,1240,744,496
2024-10-08,C1511,Retail,Operations,Principal,Africa,77,314,24178,10880.1,13297.9
2023-08-06,C1600,Retail,Digital Transformation,Principal,Europe,58,306,17748,7986.6,9761.4
2024-01-10,C7430,Healthcare,Operations,Senior,Europe,56,195,10920,5460,5460
2024-04-20,C9210,Retail,Strategy,Principal,Asia,123,354,43542,19593.9,23948.1
2024-05-29,C1173,Government,Data Analytics,Mid,Africa,63,139,8757,4816.35,3940.65
2023-05-24,C8310,Healthcare,Data Analytics,Mid,Middle East,70,135,9450,5197.5,4252.5
2024-01-03,C1662,Healthcare,Audit,Mid,North America,47,107,5029,2765.95,2263.05
2023-09-28,C7052,Healthcare,Strategy,Mid,Africa,150,119,17850,9817.5,8032.5
2024-01-05,C7358,Energy,Audit,Junior,North America,102,57,5814,3488.4,2325.6
2024-10-26,C6309,Finance,Operations,Senior,Asia,86,177,15222,7611,7611
2024-08-15,C9918,Retail,Data Analytics,Principal,Middle East,178,297,52866,23789.7,29076.3
2024-01-10,C2275,Retail,Digital Transformation,Principal,Europe,193,388,74884,33697.8,41186.2
2024-06-12,C7649,Technology,Digital Transformation,Principal,Middle East,110,304,33440,15048,18392
2024-09-10,C1108,Retail,Data Analytics,Principal,Europe,111,253,28083,12637.35,15445.65
2023-08-24,C2263,Retail,Digital Transformation,Mid,Europe,117,148,17316,9523.8,7792.2
2023-07-11,C3578,Technology,Operations,Junior,Europe,116,65,7540,4524,3016
